========================================================================================================================================
COMPREHENSIVE CURRENT EUROPEAN & JAPANESE CARS DATASET (2025-2026 EDITION)
========================================================================================================================================
This dataset contains a structured list of 200+ current production vehicle models available globally from European and 
Japanese automotive manufacturers. 

Total Records: 421

Field Schema:
- ID           : Sequential Entry Identifier
- Make         : Vehicle Brand / Manufacturer
- Model        : Vehicle Model Name and Trim/Variant Specification
- Region       : Geographic Region (Europe / Japan)
- Country      : Country of Origin / Corporate Headquarters
- Body_Type    : Vehicle Body Configuration
- Powertrain   : Engine Tech / Fuel Type (Gasoline, Diesel, Full Hybrid, Plug-in Hybrid, BEV, MHEV)
- Power_HP     : Maximum Engine/System Output in Horsepower (HP)
- Base_Price   : Estimated Starting MSRP in USD ($)
========================================================================================================================================

ID   | Make               | Model                         | Region   | Country        | Body_Type          | Powertrain                  | Power_HP | Base_Price
015  | Volkswagen         | Taigo 1.0 TSI                 | Europe   | Germany        | Coupe SUV          | Gasoline Turbo              | 110 HP   | $26,500
016  | Volkswagen         | Passat Variant 2.0 TDI        | Europe   | Germany        | Wagon              | Diesel Turbo                | 193 HP   | $48,000
017  | BMW                | 118i Hatchback                | Europe   | Germany        | Hatchback          | Gasoline Turbo              | 136 HP   | $33,000
018  | BMW                | M135i xDrive                  | Europe   | Germany        | Hot Hatch          | Gasoline Turbo AWD          | 302 HP   | $48,500
019  | BMW                | 220i Coupe                    | Europe   | Germany        | Coupe              | Gasoline Turbo              | 184 HP   | $38,800
020  | BMW                | M2 Coupe                      | Europe   | Germany        | Coupe              | Twin-Turbo Inline-6         | 453 HP   | $63,200
021  | BMW                | 220i Active Tourer            | Europe   | Germany        | MPV                | Mild Hybrid Gasoline        | 170 HP   | $36,000
022  | BMW                | 330i Sedan                    | Europe   | Germany        | Sedan              | Gasoline Turbo              | 255 HP   | $45,500
023  | BMW                | 330e Plug-in Hybrid           | Europe   | Germany        | Sedan              | Plug-in Hybrid              | 288 HP   | $48,800
024  | BMW                | M3 Competition                | Europe   | Germany        | Sedan              | Twin-Turbo Inline-6         | 503 HP   | $76,000
025  | BMW                | M3 Touring                    | Europe   | Germany        | Performance Wagon  | Twin-Turbo Inline-6 AWD     | 503 HP   | $88,000
026  | BMW                | 430i Gran Coupe               | Europe   | Germany        | Fastback           | Gasoline Turbo              | 255 HP   | $48,300
027  | BMW                | M4 Coupe                      | Europe   | Germany        | Coupe              | Twin-Turbo Inline-6         | 473 HP   | $78,100
028  | BMW                | 530i Sedan                    | Europe   | Germany        | Sedan              | Mild Hybrid Gasoline        | 255 HP   | $57,900
029  | BMW                | i5 eDrive40                   | Europe   | Germany        | Sedan              | Electric (BEV)              | 335 HP   | $66,800
030  | BMW                | 740i Sedan                    | Europe   | Germany        | Luxury Sedan       | Mild Hybrid Inline-6        | 375 HP   | $96,700
031  | BMW                | i7 xDrive60                   | Europe   | Germany        | Luxury Sedan       | Electric (BEV)              | 536 HP   | $105,700
032  | BMW                | X1 xDrive28i                  | Europe   | Germany        | Compact SUV        | Gasoline Turbo              | 241 HP   | $40,500
033  | BMW                | iX1 xDrive30                  | Europe   | Germany        | Compact SUV        | Electric (BEV) AWD          | 308 HP   | $51,000
034  | BMW                | X2 M35i xDrive                | Europe   | Germany        | Coupe SUV          | Gasoline Turbo AWD          | 312 HP   | $51,400
035  | BMW                | X3 xDrive30i                  | Europe   | Germany        | SUV                | Gasoline Turbo              | 255 HP   | $48,900
036  | BMW                | X4 xDrive30i                  | Europe   | Germany        | Coupe SUV          | Gasoline Turbo              | 255 HP   | $55,000
037  | BMW                | X5 xDrive40i                  | Europe   | Germany        | SUV                | Mild Hybrid Inline-6        | 375 HP   | $66,000
038  | BMW                | X6 xDrive40i                  | Europe   | Germany        | Coupe SUV          | Mild Hybrid Inline-6        | 375 HP   | $74,500
039  | BMW                | X7 xDrive40i                  | Europe   | Germany        | Luxury SUV         | Mild Hybrid Inline-6        | 375 HP   | $81,900
040  | BMW                | XM Label Red                  | Europe   | Germany        | Performance SUV    | Plug-in Hybrid Twin-Turbo V8 | 738 HP   | $185,000
041  | BMW                | i4 eDrive40                   | Europe   | Germany        | Fastback           | Electric (BEV)              | 335 HP   | $57,000
042  | BMW                | iX xDrive50                   | Europe   | Germany        | Luxury SUV         | Electric (BEV)              | 516 HP   | $87,200
043  | BMW                | Z4 sDrive30i                  | Europe   | Germany        | Convertible        | Gasoline Turbo              | 255 HP   | $53,600
044  | Mercedes-Benz      | A 200 Hatchback               | Europe   | Germany        | Hatchback          | Gasoline Turbo              | 163 HP   | $36,000
045  | Mercedes-Benz      | AMG A 45 S 4MATIC+            | Europe   | Germany        | Hot Hatch          | Gasoline Turbo AWD          | 416 HP   | $68,000
046  | Mercedes-Benz      | CLA 250 Coupe                 | Europe   | Germany        | Coupe Sedan        | Gasoline Turbo              | 221 HP   | $43,200
047  | Mercedes-Benz      | C 300 Sedan                   | Europe   | Germany        | Sedan              | Mild Hybrid Gasoline        | 255 HP   | $48,000
048  | Mercedes-Benz      | C 63 S E-Performance          | Europe   | Germany        | Sedan              | Plug-in Hybrid Turbo-4      | 671 HP   | $85,000
049  | Mercedes-Benz      | E 350 Sedan                   | Europe   | Germany        | Sedan              | Mild Hybrid Gasoline        | 255 HP   | $62,300
050  | Mercedes-Benz      | E 450 4MATIC All-Terrain      | Europe   | Germany        | Wagon              | Mild Hybrid Inline-6        | 375 HP   | $74,700
051  | Mercedes-Benz      | S 500 4MATIC                  | Europe   | Germany        | Luxury Sedan       | Mild Hybrid Inline-6        | 429 HP   | $117,300
052  | Mercedes-Benz      | Maybach S 580 4MATIC          | Europe   | Germany        | Ultra-Luxury Sedan | Twin-Turbo V8 MHEV          | 496 HP   | $193,400
053  | Mercedes-Benz      | GLA 250 SUV                   | Europe   | Germany        | Compact SUV        | Gasoline Turbo              | 221 HP   | $41,800
054  | Mercedes-Benz      | GLB 250 SUV                   | Europe   | Germany        | Compact SUV        | Gasoline Turbo              | 221 HP   | $44,000
055  | Mercedes-Benz      | GLC 300 4MATIC                | Europe   | Germany        | SUV                | Mild Hybrid Gasoline        | 255 HP   | $49,000
056  | Mercedes-Benz      | GLC 43 Coupe                  | Europe   | Germany        | Coupe SUV          | Mild Hybrid Turbo-4         | 416 HP   | $68,200
057  | Mercedes-Benz      | GLE 350 4MATIC                | Europe   | Germany        | SUV                | Mild Hybrid Gasoline        | 255 HP   | $62,600
058  | Mercedes-Benz      | GLE 53 AMG SUV                | Europe   | Germany        | Performance SUV    | Mild Hybrid Inline-6        | 429 HP   | $86,750
059  | Mercedes-Benz      | GLS 450 4MATIC                | Europe   | Germany        | Luxury SUV         | Mild Hybrid Inline-6        | 375 HP   | $87,000
060  | Mercedes-Benz      | G 550 Geländewagen            | Europe   | Germany        | Off-Road SUV       | Mild Hybrid Inline-6        | 443 HP   | $143,000
061  | Mercedes-Benz      | G 63 AMG                      | Europe   | Germany        | Off-Road SUV       | Twin-Turbo V8               | 577 HP   | $183,000
062  | Mercedes-Benz      | EQA 250+                      | Europe   | Germany        | Compact SUV        | Electric (BEV)              | 188 HP   | $48,000
063  | Mercedes-Benz      | EQB 300 4MATIC                | Europe   | Germany        | Compact SUV        | Electric (BEV)              | 225 HP   | $53,050
064  | Mercedes-Benz      | EQE 350+ Sedan                | Europe   | Germany        | Luxury Sedan       | Electric (BEV)              | 288 HP   | $75,000
065  | Mercedes-Benz      | EQE 350 SUV                   | Europe   | Germany        | Luxury SUV         | Electric (BEV)              | 288 HP   | $77,900
066  | Mercedes-Benz      | EQS 450+ Sedan                | Europe   | Germany        | Luxury Sedan       | Electric (BEV)              | 355 HP   | $104,400
067  | Mercedes-Benz      | CLE 300 Coupe                 | Europe   | Germany        | Coupe              | Mild Hybrid Gasoline        | 255 HP   | $56,500
068  | Mercedes-Benz      | SL 43 Roadster                | Europe   | Germany        | Convertible        | Gasoline Turbo              | 375 HP   | $109,900
069  | Mercedes-Benz      | AMG GT 55 Coupe               | Europe   | Germany        | Sports Coupe       | Twin-Turbo V8 AWD           | 469 HP   | $134,900
070  | Audi               | A1 Sportback 30 TFSI          | Europe   | Germany        | Hatchback          | Gasoline Turbo              | 110 HP   | $25,000
071  | Audi               | A3 Sedan 40 TFSI              | Europe   | Germany        | Sedan              | Mild Hybrid Gasoline        | 201 HP   | $35,800
072  | Audi               | S3 Sedan                      | Europe   | Germany        | Sedan              | Gasoline Turbo AWD          | 328 HP   | $47,000
073  | Audi               | RS 3 Sportback                | Europe   | Germany        | Hatchback          | Turbo Inline-5 AWD          | 401 HP   | $62,300
074  | Audi               | A4 Sedan 45 TFSI              | Europe   | Germany        | Sedan              | Mild Hybrid Gasoline        | 261 HP   | $42,000
075  | Audi               | S4 Sedan                      | Europe   | Germany        | Sedan              | Turbo V6 AWD                | 349 HP   | $53,800
076  | Audi               | RS 4 Avant                    | Europe   | Germany        | Wagon              | Twin-Turbo V6 AWD           | 444 HP   | $82,000
077  | Audi               | A5 Sportback 45 TFSI          | Europe   | Germany        | Fastback           | Mild Hybrid Gasoline        | 261 HP   | $46,200
078  | Audi               | RS 5 Coupe                    | Europe   | Germany        | Coupe              | Twin-Turbo V6 AWD           | 444 HP   | $78,600
079  | Audi               | A6 Sedan 45 TFSI              | Europe   | Germany        | Sedan              | Mild Hybrid Gasoline        | 261 HP   | $58,100
080  | Audi               | RS 6 Avant Performance        | Europe   | Germany        | Performance Wagon  | Twin-Turbo V8 MHEV          | 621 HP   | $125,900
081  | Audi               | A7 Sportback 55 TFSI          | Europe   | Germany        | Fastback           | Mild Hybrid V6              | 335 HP   | $72,000
082  | Audi               | A8 L 55 TFSI                  | Europe   | Germany        | Luxury Sedan       | Mild Hybrid V6              | 335 HP   | $90,000
083  | Audi               | S8 Sedan                      | Europe   | Germany        | Luxury Sedan       | Twin-Turbo V8 MHEV          | 563 HP   | $123,400
084  | Audi               | Q2 35 TFSI                    | Europe   | Germany        | Compact SUV        | Gasoline Turbo              | 150 HP   | $32,000
085  | Audi               | Q3 40 TFSI                    | Europe   | Germany        | Compact SUV        | Gasoline Turbo              | 184 HP   | $37,400
086  | Audi               | Q5 40 TFSI                    | Europe   | Germany        | SUV                | Mild Hybrid Gasoline        | 201 HP   | $45,000
087  | Audi               | SQ5                           | Europe   | Germany        | Performance SUV    | Turbo V6                    | 349 HP   | $57,700
088  | Audi               | Q7 45 TFSI                    | Europe   | Germany        | Luxury SUV         | Gasoline Turbo              | 261 HP   | $59,500
089  | Audi               | Q8 55 TFSI                    | Europe   | Germany        | Luxury Coupe SUV   | Mild Hybrid V6              | 335 HP   | $73,800
090  | Audi               | RS Q8                         | Europe   | Germany        | Super SUV          | Twin-Turbo V8 MHEV          | 591 HP   | $125,800
091  | Audi               | Q4 e-tron 45                  | Europe   | Germany        | Compact SUV        | Electric (BEV)              | 282 HP   | $50,000
092  | Audi               | Q6 e-tron                     | Europe   | Germany        | SUV                | Electric (BEV)              | 422 HP   | $63,800
093  | Audi               | SQ6 e-tron                    | Europe   | Germany        | Performance SUV    | Electric (BEV) AWD          | 509 HP   | $72,900
094  | Audi               | e-tron GT quattro             | Europe   | Germany        | Grand Tourer       | Electric (BEV)              | 522 HP   | $106,500
095  | Audi               | RS e-tron GT                  | Europe   | Germany        | Grand Tourer       | Electric (BEV)              | 637 HP   | $147,100
096  | Porsche            | 718 Cayman                    | Europe   | Germany        | Coupe              | Turbo Flat-4                | 300 HP   | $68,300
097  | Porsche            | 718 Cayman GTS 4.0            | Europe   | Germany        | Coupe              | Naturally Aspirated Flat-6  | 394 HP   | $95,200
098  | Porsche            | 718 Boxster                   | Europe   | Germany        | Convertible        | Turbo Flat-4                | 300 HP   | $70,400
099  | Porsche            | 911 Carrera                   | Europe   | Germany        | Coupe              | Twin-Turbo Flat-6           | 388 HP   | $114,400
100  | Porsche            | 911 Carrera S                 | Europe   | Germany        | Coupe              | Twin-Turbo Flat-6           | 443 HP   | $131,300
101  | Porsche            | 911 Carrera GTS               | Europe   | Germany        | Coupe              | Hybrid Turbo Flat-6         | 532 HP   | $164,900
102  | Porsche            | 911 Turbo S                   | Europe   | Germany        | Coupe              | Twin-Turbo Flat-6 AWD       | 640 HP   | $230,400
103  | Porsche            | 911 GT3                       | Europe   | Germany        | Coupe              | Naturally Aspirated Flat-6  | 502 HP   | $182,900
104  | Porsche            | 911 GT3 RS                    | Europe   | Germany        | Track Coupe        | Naturally Aspirated Flat-6  | 518 HP   | $241,300
105  | Porsche            | Taycan Base                   | Europe   | Germany        | Sedan              | Electric (BEV)              | 402 HP   | $99,400
106  | Porsche            | Taycan 4S                     | Europe   | Germany        | Sedan              | Electric (BEV)              | 536 HP   | $118,500
107  | Porsche            | Taycan Turbo S                | Europe   | Germany        | Sedan              | Electric (BEV) AWD          | 938 HP   | $209,000
108  | Porsche            | Panamera 4                    | Europe   | Germany        | Sedan              | Twin-Turbo V6               | 348 HP   | $102,800
109  | Porsche            | Panamera Turbo E-Hybrid       | Europe   | Germany        | Sedan              | Plug-in Hybrid V8           | 670 HP   | $191,000
110  | Porsche            | Macan Base                    | Europe   | Germany        | Compact SUV        | Gasoline Turbo              | 261 HP   | $62,900
111  | Porsche            | Macan GTS                     | Europe   | Germany        | Compact SUV        | Twin-Turbo V6               | 434 HP   | $86,800
112  | Porsche            | Macan Electric 4              | Europe   | Germany        | Compact SUV        | Electric (BEV)              | 402 HP   | $78,800
113  | Porsche            | Macan Electric Turbo          | Europe   | Germany        | Compact SUV        | Electric (BEV) AWD          | 630 HP   | $105,300
114  | Porsche            | Cayenne Base                  | Europe   | Germany        | Luxury SUV         | Turbo V6                    | 348 HP   | $79,200
115  | Porsche            | Cayenne E-Hybrid              | Europe   | Germany        | Luxury SUV         | Plug-in Hybrid              | 463 HP   | $93,000
116  | Porsche            | Cayenne Turbo GT              | Europe   | Germany        | Performance SUV    | Twin-Turbo V8               | 650 HP   | $196,300
117  | Opel               | Corsa 1.2 Turbo               | Europe   | Germany        | Hatchback          | Gasoline Turbo              | 100 HP   | $21,000
118  | Opel               | Corsa Electric                | Europe   | Germany        | Hatchback          | Electric (BEV)              | 156 HP   | $35,000
119  | Opel               | Astra 1.2 PureTech            | Europe   | Germany        | Hatchback          | Gasoline Turbo              | 130 HP   | $28,000
120  | Opel               | Astra Electric                | Europe   | Germany        | Hatchback          | Electric (BEV)              | 156 HP   | $40,000
121  | Opel               | Mokka Electric                | Europe   | Germany        | Compact SUV        | Electric (BEV)              | 156 HP   | $37,500
122  | Smart              | #1 Pro+                       | Europe   | Germany        | Compact SUV        | Electric (BEV)              | 272 HP   | $39,000
123  | Smart              | #3 Brabus                     | Europe   | Germany        | Coupe SUV          | Electric (BEV) AWD          | 428 HP   | $51,000
124  | Renault            | Clio E-Tech Hybrid            | Europe   | France         | Hatchback          | Full Hybrid                 | 143 HP   | $27,000
125  | Renault            | Captur E-Tech                 | Europe   | France         | Compact SUV        | Full Hybrid                 | 143 HP   | $29,500
126  | Renault            | Austral E-Tech                | Europe   | France         | SUV                | Full Hybrid                 | 200 HP   | $36,000
127  | Renault            | Espace E-Tech                 | Europe   | France         | Large SUV          | Full Hybrid                 | 200 HP   | $42,000
128  | Renault            | Rafale E-Tech 4WD             | Europe   | France         | Coupe SUV          | Plug-in Hybrid AWD          | 300 HP   | $49,000
129  | Renault            | Megane E-Tech                 | Europe   | France         | Crossover          | Electric (BEV)              | 220 HP   | $42,000
130  | Renault            | Scenic E-Tech                 | Europe   | France         | SUV                | Electric (BEV)              | 217 HP   | $44,000
131  | Renault            | 5 E-Tech                      | Europe   | France         | Compact Hatchback  | Electric (BEV)              | 150 HP   | $28,000
132  | Renault            | Twingo E-Tech                 | Europe   | France         | City Car           | Electric (BEV)              | 81 HP    | $22,000
133  | Renault            | Kardian 1.0 Turbo             | Europe   | France         | Compact SUV        | Gasoline Turbo              | 125 HP   | $21,500
134  | Peugeot            | 208 PureTech 100              | Europe   | France         | Hatchback          | Gasoline / Mild Hybrid      | 100 HP   | $22,000
135  | Peugeot            | e-208 GT                      | Europe   | France         | Hatchback          | Electric (BEV)              | 156 HP   | $36,000
136  | Peugeot            | 308 Hatchback GT              | Europe   | France         | Hatchback          | Mild Hybrid Gasoline        | 136 HP   | $31,000
137  | Peugeot            | 308 SW PHEV 180               | Europe   | France         | Wagon              | Plug-in Hybrid              | 180 HP   | $39,500
138  | Peugeot            | 408 Plug-in Hybrid            | Europe   | France         | Fastback Crossover | Plug-in Hybrid              | 225 HP   | $43,000
139  | Peugeot            | 2008 PureTech 130             | Europe   | France         | Compact SUV        | Gasoline Turbo              | 130 HP   | $28,500
140  | Peugeot            | e-2008 GT                     | Europe   | France         | Compact SUV        | Electric (BEV)              | 156 HP   | $39,000
141  | Peugeot            | 3008 Mild Hybrid              | Europe   | France         | Fastback SUV       | Mild Hybrid Gasoline        | 136 HP   | $38,000
142  | Peugeot            | e-3008 GT                     | Europe   | France         | Fastback SUV       | Electric (BEV)              | 210 HP   | $48,000
143  | Peugeot            | 5008 Hybrid 136               | Europe   | France         | 7-Seater SUV       | Mild Hybrid                 | 136 HP   | $42,000
144  | Peugeot            | e-5008 GT                     | Europe   | France         | 7-Seater SUV       | Electric (BEV)              | 210 HP   | $52,000
145  | Peugeot            | 508 Peugeot Sport Engineered  | Europe   | France         | Sedan              | Plug-in Hybrid AWD          | 355 HP   | $68,000
146  | Citroën            | C3 PureTech                   | Europe   | France         | Hatchback          | Gasoline                    | 100 HP   | $18,500
147  | Citroën            | ë-C3                          | Europe   | France         | Hatchback          | Electric (BEV)              | 113 HP   | $25,000
148  | Citroën            | C3 Aircross PureTech          | Europe   | France         | Compact SUV        | Mild Hybrid                 | 136 HP   | $24,000
149  | Citroën            | C4 PureTech 130               | Europe   | France         | Crossover Hatch    | Gasoline Turbo              | 130 HP   | $27,000
150  | Citroën            | ë-C4 X                        | Europe   | France         | Fastback Sedan     | Electric (BEV)              | 156 HP   | $38,000
151  | Citroën            | C5 Aircross Hybrid            | Europe   | France         | SUV                | Plug-in Hybrid              | 225 HP   | $41,000
152  | Citroën            | C5 X Plug-in Hybrid           | Europe   | France         | Crossover Wagon    | Plug-in Hybrid              | 225 HP   | $45,000
153  | DS Automobiles     | DS 3 E-TENSE                  | Europe   | France         | Compact SUV        | Electric (BEV)              | 156 HP   | $42,000
154  | DS Automobiles     | DS 4 E-TENSE 225              | Europe   | France         | Hatchback          | Plug-in Hybrid              | 225 HP   | $44,000
155  | DS Automobiles     | DS 7 E-TENSE 4x4              | Europe   | France         | Luxury SUV         | Plug-in Hybrid              | 300 HP   | $56,000
156  | DS Automobiles     | DS 9 E-TENSE 360              | Europe   | France         | Luxury Sedan       | Plug-in Hybrid AWD          | 360 HP   | $69,000
157  | Alpine             | A110 Pure                     | Europe   | France         | Sports Coupe       | Gasoline Turbo              | 252 HP   | $64,000
158  | Alpine             | A110 GT                       | Europe   | France         | Sports Coupe       | Gasoline Turbo              | 300 HP   | $72,000
159  | Alpine             | A110 S                        | Europe   | France         | Sports Coupe       | Gasoline Turbo              | 300 HP   | $76,000
160  | Alpine             | A290 GT                       | Europe   | France         | Electric Hot Hatch | Electric (BEV)              | 220 HP   | $42,000
161  | Alfa Romeo         | Giulia Sprint                 | Europe   | Italy          | Sedan              | Gasoline Turbo              | 280 HP   | $44,500
162  | Alfa Romeo         | Giulia Veloce Q4              | Europe   | Italy          | Sedan              | Gasoline Turbo AWD          | 280 HP   | $51,000
163  | Alfa Romeo         | Giulia Quadrifoglio           | Europe   | Italy          | Performance Sedan  | Twin-Turbo V6               | 505 HP   | $81,000
164  | Alfa Romeo         | Stelvio Ti                    | Europe   | Italy          | SUV                | Gasoline Turbo AWD          | 280 HP   | $47,500
165  | Alfa Romeo         | Stelvio Quadrifoglio          | Europe   | Italy          | Performance SUV    | Twin-Turbo V6               | 505 HP   | $87,500
166  | Alfa Romeo         | Tonale Sprint Q4              | Europe   | Italy          | Compact SUV        | Plug-in Hybrid AWD          | 285 HP   | $43,800
167  | Alfa Romeo         | Junior Elettrica              | Europe   | Italy          | Compact SUV        | Electric (BEV)              | 156 HP   | $38,000
168  | Alfa Romeo         | Junior Veloce                 | Europe   | Italy          | Compact SUV        | Electric (BEV)              | 280 HP   | $48,000
169  | Fiat               | 500 Mild Hybrid               | Europe   | Italy          | City Car           | Mild Hybrid                 | 70 HP    | $18,000
170  | Fiat               | 500e Hatchback                | Europe   | Italy          | City Car           | Electric (BEV)              | 117 HP   | $32,500
171  | Fiat               | 600 Hybrid                    | Europe   | Italy          | Compact Crossover  | Mild Hybrid                 | 100 HP   | $26,000
172  | Fiat               | 600e Crossover                | Europe   | Italy          | Compact Crossover  | Electric (BEV)              | 154 HP   | $38,000
173  | Fiat               | Panda Hybrid                  | Europe   | Italy          | City Car           | Mild Hybrid                 | 70 HP    | $16,500
174  | Fiat               | Grande Panda EV               | Europe   | Italy          | Compact SUV        | Electric (BEV)              | 113 HP   | $27,000
175  | Abarth             | 500e Turismo                  | Europe   | Italy          | Hot Hatch          | Electric (BEV)              | 155 HP   | $41,000
176  | Abarth             | 600e Pack Scorpionissima      | Europe   | Italy          | Crossover Hot Hatch | Electric (BEV)              | 240 HP   | $48,000
177  | Maserati           | Grecale GT                    | Europe   | Italy          | Luxury SUV         | Mild Hybrid Turbo           | 296 HP   | $68,500
178  | Maserati           | Grecale Trofeo                | Europe   | Italy          | Performance SUV    | Twin-Turbo V6               | 523 HP   | $108,000
179  | Maserati           | Grecale Folgore               | Europe   | Italy          | Luxury SUV         | Electric (BEV)              | 550 HP   | $109,000
180  | Maserati           | Ghibli Modena Q4              | Europe   | Italy          | Luxury Sedan       | Twin-Turbo V6               | 424 HP   | $86,000
181  | Maserati           | GranTurismo Modena            | Europe   | Italy          | Grand Tourer Coupe | Twin-Turbo V6               | 483 HP   | $158,000
182  | Maserati           | GranTurismo Folgore           | Europe   | Italy          | Grand Tourer Coupe | Electric (BEV)              | 751 HP   | $192,000
183  | Maserati           | MC20 Coupe                    | Europe   | Italy          | Supercar           | Twin-Turbo V6               | 621 HP   | $242,000
184  | Ferrari            | Roma Coupe                    | Europe   | Italy          | Grand Tourer       | Twin-Turbo V8               | 612 HP   | $243,000
185  | Ferrari            | Roma Spider                   | Europe   | Italy          | Convertible        | Twin-Turbo V8               | 612 HP   | $275,000
186  | Ferrari            | 296 GTB                       | Europe   | Italy          | Supercar           | Plug-in Hybrid Twin-Turbo V6 | 819 HP   | $338,000
187  | Ferrari            | 296 GTS                       | Europe   | Italy          | Spider Supercar    | Plug-in Hybrid Twin-Turbo V6 | 819 HP   | $371,000
188  | Ferrari            | SF90 XX Stradale              | Europe   | Italy          | Hypercar           | Plug-in Hybrid Twin-Turbo V8 | 1016 HP  | $890,000
189  | Ferrari            | Purosangue                    | Europe   | Italy          | Luxury SUV         | Naturally Aspirated V12     | 715 HP   | $400,000
190  | Ferrari            | 12Cilindri                    | Europe   | Italy          | Grand Tourer       | Naturally Aspirated V12     | 819 HP   | $423,000
191  | Lamborghini        | Huracán Sterrato              | Europe   | Italy          | Supercar Crossover | Naturally Aspirated V10     | 602 HP   | $278,000
192  | Lamborghini        | Temerario                     | Europe   | Italy          | Supercar           | Plug-in Hybrid Twin-Turbo V8 | 907 HP   | $350,000
193  | Lamborghini        | Revuelto                      | Europe   | Italy          | Hypercar           | Plug-in Hybrid V12          | 1001 HP  | $604,000
194  | Lamborghini        | Urus S                        | Europe   | Italy          | Super SUV          | Twin-Turbo V8               | 657 HP   | $237,000
195  | Lamborghini        | Urus SE                       | Europe   | Italy          | Super SUV          | Plug-in Hybrid Twin-Turbo V8 | 789 HP   | $245,000
196  | Volvo              | S60 B5 AWD                    | Europe   | Sweden         | Sedan              | Mild Hybrid Gasoline        | 247 HP   | $43,000
197  | Volvo              | S90 B5                        | Europe   | Sweden         | Luxury Sedan       | Mild Hybrid Gasoline        | 295 HP   | $58,300
198  | Volvo              | V60 Cross Country B5          | Europe   | Sweden         | Crossover Wagon    | Mild Hybrid Gasoline        | 247 HP   | $50,300
199  | Volvo              | V90 Cross Country B6          | Europe   | Sweden         | Luxury Wagon       | Mild Hybrid Gasoline        | 295 HP   | $59,800
200  | Volvo              | XC40 B4                       | Europe   | Sweden         | Compact SUV        | Mild Hybrid Gasoline        | 197 HP   | $40,500
201  | Volvo              | EX40 Single Motor             | Europe   | Sweden         | Compact SUV        | Electric (BEV)              | 248 HP   | $53,700
202  | Volvo              | EC40 Twin Motor               | Europe   | Sweden         | Coupe SUV          | Electric (BEV) AWD          | 402 HP   | $60,500
203  | Volvo              | XC60 B5                       | Europe   | Sweden         | SUV                | Mild Hybrid Gasoline        | 247 HP   | $47,500
204  | Volvo              | XC60 Recharge T8              | Europe   | Sweden         | SUV                | Plug-in Hybrid AWD          | 455 HP   | $58,000
205  | Volvo              | XC90 B6 AWD                   | Europe   | Sweden         | 7-Seater Luxury SUV | Mild Hybrid Gasoline        | 295 HP   | $57,000
206  | Volvo              | XC90 Recharge T8              | Europe   | Sweden         | 7-Seater Luxury SUV | Plug-in Hybrid AWD          | 455 HP   | $72,900
